images,x1,y1,x2,y2
image_0083.png,52,117,81,382
image_0084.png,54,129,33,382
image_0085.png,50,122,75,380
image_0086.png,56,122,26,379
image_0087.png,55,122,78,381
image_0088.png,63,107,42,379
image_0089.png,59,135,72,367
image_0090.png,38,367,58,120
image_0091.png,61,163,85,381
image_0092.png,60,173,31,376
image_0093.png,51,122,72,381
image_0094.png,59,122,34,380
image_0095.png,60,164,81,382
image_0096.png,55,171,32,381
image_0097.png,54,124,78,381
image_0098.png,60,133,36,380
image_0099.png,48,112,72,362
image_0100.png,62,112,32,367
image_0101.png,60,146,83,381
image_0102.png,54,142,33,381
image_0103.png,57,145,77,379
image_0104.png,56,141,32,381
image_0105.png,60,133,75,375
image_0106.png,66,136,32,381
image_0107.png,51,132,75,380
image_0108.png,60,137,34,376
image_0109.png,51,122,72,380
image_0110.png,59,123,34,380
image_0111.png,63,180,84,381
image_0112.png,59,170,35,380
image_0113.png,65,121,72,368
image_0114.png,34,366,53,119
image_0115.png,54,122,72,382
image_0116.png,65,112,39,366
image_0117.png,64,131,87,381
image_0118.png,54,123,32,381
image_0119.png,49,118,81,381
image_0120.png,61,118,32,381
image_0121.png,49,118,80,381
image_0122.png,61,118,33,381
image_0123.png,52,133,78,378
image_0124.png,63,124,29,380
image_0125.png,60,132,72,378
image_0126.png,54,124,30,367
image_0127.png,63,142,76,379
image_0128.png,69,137,35,377
image_0129.png,54,144,60,363
image_0130.png,42,358,62,142
image_0131.png,48,111,74,377
image_0132.png,33,382,58,119
image_0133.png,62,132,75,380
image_0134.png,57,135,32,381
image_0135.png,51,120,89,381
image_0136.png,57,120,29,381
image_0137.png,51,135,85,381
image_0138.png,57,126,27,381
image_0139.png,84,382,69,149
image_0140.png,57,153,26,377
image_0141.png,50,120,78,382
image_0142.png,32,381,62,119
image_0143.png,57,121,72,367
image_0144.png,60,126,41,381
image_0145.png,60,138,69,379
image_0146.png,51,141,43,364
image_0147.png,51,137,82,382
image_0148.png,59,146,33,382
image_0149.png,50,105,86,380
image_0150.png,48,107,28,380
image_0151.png,52,143,83,379
image_0152.png,48,149,32,378
image_0153.png,65,146,77,380
image_0154.png,34,378,45,146
image_0155.png,51,125,74,367
image_0156.png,61,136,36,368
image_0157.png,72,153,78,382
image_0158.png,57,147,31,381
image_0159.png,50,123,69,367
image_0160.png,59,122,35,364
image_0161.png,64,143,77,382
image_0162.png,48,136,27,378
image_0163.png,62,135,76,380
image_0164.png,66,131,29,381
image_0165.png,54,154,80,381
image_0166.png,53,154,27,379
image_0167.png,47,128,81,382
image_0168.png,32,382,61,132
image_0169.png,53,153,78,381
image_0170.png,54,154,27,379
image_0171.png,54,154,80,381
image_0172.png,53,154,27,379
image_0173.png,74,379,63,139
image_0174.png,65,139,33,374
image_0175.png,75,381,47,159
image_0176.png,59,149,27,380
image_0177.png,55,140,74,380
image_0178.png,57,139,32,381
image_0179.png,53,138,78,381
image_0180.png,62,136,33,382
image_0181.png,57,154,73,367
image_0182.png,60,151,33,367
image_0183.png,48,110,82,381
image_0184.png,62,111,33,382
image_0185.png,63,135,75,381
image_0186.png,63,138,31,381
image_0187.png,52,132,63,378
image_0188.png,63,128,34,367
image_0189.png,60,153,77,373
image_0190.png,56,152,37,370
image_0191.png,75,379,57,139
image_0192.png,51,137,30,381
image_0193.png,49,135,79,366
image_0194.png,65,150,38,367
image_0195.png,48,106,76,381
image_0196.png,63,114,26,381
image_0197.png,60,124,72,381
image_0198.png,51,126,33,381
image_0199.png,51,124,74,381
image_0200.png,54,125,33,381
image_0201.png,54,142,78,372
image_0202.png,60,154,33,378
image_0203.png,52,105,84,382
image_0204.png,51,109,32,382
image_0205.png,52,105,72,366
image_0206.png,60,109,28,379
image_0207.png,51,122,86,381
image_0208.png,54,124,30,381
image_0209.png,48,139,83,382
image_0210.png,25,381,57,140
image_0211.png,48,138,86,381
image_0212.png,64,120,32,382
image_0213.png,54,129,75,379
image_0214.png,63,137,36,381
image_0215.png,54,143,87,380
image_0216.png,57,133,36,369
image_0217.png,52,139,81,381
image_0218.png,54,135,26,380
image_0219.png,58,152,80,382
image_0220.png,62,145,32,382
image_0221.png,56,138,75,381
image_0222.png,51,134,35,379
image_0223.png,53,151,75,379
image_0224.png,54,155,38,381
image_0225.png,50,132,78,381
image_0226.png,65,136,35,378
image_0227.png,50,139,77,382
image_0228.png,62,138,36,362
image_0229.png,58,153,78,381
image_0230.png,66,132,38,380
image_0231.png,54,123,84,379
image_0232.png,63,124,34,380
image_0233.png,55,137,75,366
image_0234.png,29,375,53,138
image_0235.png,54,142,72,381
image_0236.png,61,136,34,380
image_0237.png,53,153,75,367
image_0238.png,65,154,29,380
image_0239.png,50,138,78,381
image_0240.png,53,138,34,381
image_0241.png,78,382,58,141
image_0242.png,59,139,29,381
image_0243.png,68,137,78,380
image_0244.png,74,132,39,375
image_0245.png,75,380,59,142
image_0246.png,56,152,31,381
image_0247.png,57,136,80,382
image_0248.png,53,140,30,382
image_0249.png,45,119,76,380
image_0250.png,57,132,26,380
image_0251.png,50,122,78,382
image_0252.png,62,129,31,382
image_0253.png,48,122,81,382
image_0254.png,54,118,33,381
image_0255.png,53,130,89,381
image_0256.png,54,122,33,382
image_0257.png,54,137,77,367
image_0258.png,61,137,38,361
image_0259.png,60,143,73,370
image_0260.png,56,146,38,380
image_0261.png,50,139,78,381
image_0262.png,62,138,32,381
image_0263.png,55,134,69,366
image_0264.png,41,356,56,120
image_0265.png,67,145,77,364
image_0266.png,65,148,69,377
image_0267.png,51,145,33,371
image_0268.png,51,120,81,381
image_0269.png,65,118,36,381
image_0270.png,66,137,80,382
image_0271.png,53,142,27,381
image_0272.png,54,138,79,379
image_0273.png,56,147,26,381
image_0274.png,56,137,77,381
image_0275.png,59,136,32,381
image_0276.png,56,123,72,381
image_0277.png,54,125,34,381
image_0278.png,54,142,87,379
image_0279.png,57,134,36,369
image_0280.png,83,381,51,122
image_0281.png,57,124,38,364
image_0282.png,53,145,84,381
image_0283.png,56,137,38,367
image_0284.png,50,138,80,382
image_0285.png,58,131,33,382
image_0286.png,50,108,82,382
image_0287.png,52,106,31,382
image_0288.png,58,151,75,380
image_0289.png,46,154,30,379
image_0290.png,63,137,74,381
image_0291.png,49,136,31,382
image_0292.png,69,153,84,382
image_0293.png,47,149,29,382
image_0294.png,46,152,46,378
image_0295.png,51,173,72,378
image_0296.png,56,138,76,381
image_0297.png,58,133,27,379
image_0298.png,51,148,78,366
image_0299.png,59,152,32,381
image_0300.png,46,122,84,382
image_0301.png,57,121,39,361
image_0302.png,63,135,78,381
image_0303.png,65,115,40,366
image_0304.png,57,151,83,379
image_0305.png,53,139,33,380
image_0306.png,59,141,86,353
image_0307.png,54,142,31,368
image_0308.png,49,126,71,367
image_0309.png,54,136,37,368
image_0310.png,51,153,82,380
image_0311.png,62,137,41,367
image_0312.png,49,111,83,376
image_0313.png,63,121,27,380
image_0314.png,67,137,77,382
image_0315.png,48,137,26,381
image_0316.png,48,119,88,379
image_0317.png,62,121,23,378
image_0318.png,50,139,79,381
image_0319.png,63,131,32,381
image_0320.png,53,137,80,382
image_0321.png,62,146,32,382
image_0322.png,57,129,75,367
image_0323.png,57,131,51,351
image_0324.png,56,144,80,382
image_0325.png,61,146,32,382
image_0326.png,52,136,80,382
image_0327.png,59,146,32,382
image_0328.png,61,143,81,382
image_0329.png,57,131,33,382
image_0330.png,60,129,78,378
image_0331.png,50,136,24,378
image_0332.png,54,129,81,367
image_0333.png,63,121,30,367
image_0334.png,57,137,76,381
image_0335.png,55,139,36,380
image_0336.png,53,128,68,379
image_0337.png,57,141,33,367
image_0338.png,57,151,74,381
image_0339.png,48,145,28,369
image_0340.png,54,136,69,373
image_0341.png,57,120,37,349
image_0342.png,53,145,76,371
image_0343.png,35,381,59,139
image_0344.png,58,148,75,370
image_0345.png,54,154,30,381
image_0346.png,48,125,82,379
image_0347.png,60,130,30,378
image_0348.png,49,154,83,380
image_0349.png,33,381,61,139
image_0350.png,84,380,60,140
image_0351.png,57,143,36,375
image_0352.png,63,133,76,367
image_0353.png,57,138,36,368
image_0354.png,50,120,81,382
image_0355.png,61,122,32,381
image_0356.png,54,142,78,381
image_0357.png,27,381,56,139
image_0358.png,55,148,82,382
image_0359.png,55,142,37,381
image_0360.png,64,143,75,380
image_0361.png,56,139,35,365
image_0362.png,50,133,67,367
image_0363.png,60,136,44,380
image_0364.png,60,135,75,380
image_0365.png,65,147,38,381
image_0366.png,63,150,82,381
image_0367.png,45,153,32,381
image_0368.png,68,138,78,379
image_0369.png,53,139,32,380
image_0370.png,85,363,58,140
image_0371.png,55,142,42,362
image_0372.png,54,110,82,382
image_0373.png,62,114,33,378
image_0374.png,58,154,85,381
image_0375.png,50,152,32,381
image_0376.png,61,168,76,381
image_0377.png,55,173,33,368
image_0378.png,48,134,80,382
image_0379.png,66,127,30,382
image_0380.png,53,127,84,380
image_0381.png,63,123,39,368
image_0382.png,52,136,78,381
image_0383.png,65,119,39,366
image_0384.png,57,137,72,366
image_0385.png,40,366,56,143
image_0386.png,46,120,77,380
image_0387.png,63,122,31,381
image_0388.png,54,136,75,360
image_0389.png,66,142,31,361
image_0390.png,62,136,77,379
image_0391.png,63,138,29,380
image_0392.png,45,136,81,381
image_0393.png,63,136,48,352
image_0394.png,51,104,84,381
image_0395.png,51,112,27,380
image_0396.png,59,129,77,381
image_0397.png,55,135,37,382
image_0398.png,48,130,87,380
image_0399.png,58,125,30,374
image_0400.png,60,143,81,381
image_0401.png,50,153,32,381
image_0402.png,75,382,59,139
image_0403.png,32,382,62,142
image_0404.png,75,382,63,138
image_0405.png,32,382,62,142
image_0406.png,66,140,84,381
image_0407.png,55,140,27,380
image_0408.png,66,131,83,366
image_0409.png,56,126,39,365
image_0410.png,50,122,84,372
image_0411.png,61,122,46,359
image_0412.png,55,140,78,368
image_0413.png,58,139,37,368
image_0414.png,51,110,83,382
image_0415.png,53,105,33,382
image_0416.png,48,112,74,378
image_0417.png,63,119,25,379
image_0418.png,54,122,75,375
image_0419.png,56,122,32,381
image_0420.png,51,125,81,380
image_0421.png,63,135,24,379
image_0422.png,50,118,86,381
image_0423.png,68,107,27,382
image_0424.png,64,151,78,382
image_0425.png,61,153,29,381
image_0426.png,53,138,75,381
image_0427.png,56,137,32,375
image_0428.png,65,134,82,382
image_0429.png,57,139,39,363
image_0430.png,50,109,77,381
image_0431.png,55,111,27,380
image_0432.png,48,127,75,366
image_0433.png,58,131,27,371
image_0434.png,53,105,78,381
image_0435.png,63,106,36,379
image_0436.png,51,143,78,382
image_0437.png,63,143,33,371
image_0438.png,57,155,78,381
image_0439.png,58,151,27,380
image_0440.png,51,124,75,381
image_0441.png,52,125,33,380
image_0442.png,50,143,75,381
image_0443.png,56,139,33,380
image_0444.png,66,136,71,368
image_0445.png,54,135,29,369
image_0446.png,56,138,75,382
image_0447.png,56,142,27,379
image_0448.png,60,130,83,374
image_0449.png,27,377,53,138
image_0450.png,59,137,87,382
image_0451.png,54,137,27,381
image_0452.png,48,124,81,381
image_0453.png,63,128,31,382
image_0454.png,54,119,66,349
image_0455.png,53,121,25,361
image_0456.png,63,136,84,382
image_0457.png,61,139,31,381
image_0458.png,48,147,74,379
image_0459.png,63,141,38,362
image_0460.png,47,134,76,381
image_0461.png,51,126,31,381
image_0462.png,53,136,79,357
image_0463.png,66,123,44,349
image_0464.png,51,120,91,381
image_0465.png,58,123,27,381
image_0466.png,62,149,87,381
image_0467.png,55,157,29,378
image_0468.png,47,133,76,366
image_0469.png,65,137,30,365
image_0470.png,49,149,77,378
image_0471.png,54,142,32,370
image_0472.png,47,123,75,380
image_0473.png,54,122,33,379
image_0474.png,53,154,78,380
image_0475.png,56,154,39,382
image_0476.png,48,118,81,378
image_0477.png,58,119,30,378
image_0478.png,57,139,83,378
image_0479.png,56,139,26,381
image_0480.png,48,118,81,378
image_0481.png,58,119,30,378
image_0482.png,51,119,81,382
image_0483.png,30,381,57,120
image_0484.png,69,154,84,380
image_0485.png,54,144,36,376
image_0486.png,50,124,81,382
image_0487.png,32,382,57,137
image_0488.png,68,364,56,142
image_0489.png,62,136,35,364
image_0490.png,57,152,83,379
image_0491.png,54,139,33,381
image_0492.png,49,144,78,382
image_0493.png,48,147,35,380
image_0494.png,48,139,75,368
image_0495.png,69,145,33,381
image_0496.png,57,137,75,366
image_0497.png,55,140,43,363
image_0498.png,57,136,76,366
image_0499.png,60,138,43,363
image_0500.png,50,155,75,364
image_0501.png,63,137,38,361
image_0502.png,53,138,78,377
image_0503.png,61,152,30,379
image_0504.png,50,108,72,378
image_0505.png,65,114,32,372
image_0506.png,54,135,88,379
image_0507.png,32,377,51,138
image_0508.png,54,135,88,379
image_0509.png,32,377,51,138
image_0510.png,57,129,75,382
image_0511.png,53,137,35,381
image_0512.png,63,140,65,364
image_0513.png,60,138,51,364
image_0514.png,66,134,72,381
image_0515.png,69,125,30,371
image_0516.png,51,120,78,381
image_0517.png,59,109,33,382
image_0518.png,48,120,72,363
image_0519.png,62,117,32,375
image_0520.png,57,142,76,381
image_0521.png,57,141,28,378
image_0522.png,63,136,78,361
image_0523.png,54,135,32,380
image_0524.png,57,145,72,367
image_0525.png,51,153,36,368
image_0526.png,62,163,75,380
image_0527.png,51,164,36,379
image_0528.png,66,137,82,380
image_0529.png,57,138,27,381
image_0530.png,55,109,82,382
image_0531.png,55,119,33,381
image_0532.png,54,118,82,368
image_0533.png,65,117,32,380
image_0534.png,51,126,67,370
image_0535.png,63,126,42,364
image_0536.png,47,139,80,382
image_0537.png,56,125,28,380
image_0538.png,50,119,76,378
image_0539.png,61,124,28,379
image_0540.png,53,124,86,381
image_0541.png,59,133,27,381
image_0542.png,53,124,86,381
image_0543.png,59,133,27,381
image_0544.png,51,122,81,382
image_0545.png,65,119,30,382
image_0546.png,51,106,77,379
image_0547.png,54,106,32,379
image_0548.png,51,106,77,379
image_0549.png,54,106,32,379
image_0550.png,66,133,30,380
image_0551.png,56,128,32,382
image_0552.png,56,93,81,380
image_0553.png,51,93,36,377
image_0554.png,83,382,63,138
image_0555.png,51,137,27,379
image_0556.png,50,117,78,381
image_0557.png,62,118,27,379
image_0558.png,51,122,77,378
image_0559.png,57,117,33,379
image_0560.png,54,123,77,381
image_0561.png,36,381,57,120
image_0562.png,51,115,87,381
image_0563.png,51,112,25,381
image_0564.png,53,105,85,372
image_0565.png,57,105,44,379
image_0566.png,54,127,80,382
image_0567.png,56,123,33,381
image_0568.png,47,136,72,381
image_0569.png,58,131,35,381
image_0570.png,63,131,77,381
image_0571.png,57,129,31,381
image_0572.png,52,139,81,381
image_0573.png,59,138,35,381
image_0574.png,49,109,86,376
image_0575.png,61,110,32,370
image_0576.png,54,147,83,380
image_0577.png,58,136,35,380
image_0578.png,48,104,81,381
image_0579.png,50,112,33,381
image_0580.png,50,137,86,381
image_0581.png,57,138,36,378
image_0582.png,51,123,73,379
image_0583.png,65,121,35,379
image_0584.png,47,140,84,382
image_0585.png,63,134,38,381
image_0586.png,77,376,60,121
image_0587.png,60,128,32,381
image_0588.png,60,156,76,382
image_0589.png,57,148,31,380
image_0590.png,54,120,75,370
image_0591.png,62,131,36,363
image_0592.png,65,150,75,381
image_0593.png,48,138,40,377
image_0594.png,53,114,77,381
image_0595.png,27,380,56,114
image_0596.png,57,125,69,380
image_0597.png,54,125,36,379
image_0598.png,56,129,82,381
image_0599.png,53,126,33,367
image_0600.png,72,151,72,381
image_0601.png,54,145,38,366
image_0602.png,50,135,80,382
image_0603.png,56,137,27,382
image_0604.png,57,135,78,376
image_0605.png,56,136,34,365
image_0606.png,63,151,74,380
image_0607.png,53,151,30,381
image_0608.png,51,120,83,381
image_0609.png,63,121,36,379
image_0610.png,68,152,63,368
image_0611.png,54,148,36,362
image_0612.png,49,150,77,381
image_0613.png,57,152,38,381
image_0614.png,51,139,72,367
image_0615.png,62,142,30,377
image_0616.png,54,131,81,379
image_0617.png,58,138,36,382
image_0618.png,56,130,85,377
image_0619.png,58,121,32,369
image_0620.png,56,140,78,377
image_0621.png,57,139,31,381
image_0622.png,48,128,77,380
image_0623.png,63,136,31,381
image_0624.png,50,122,80,382
image_0625.png,60,126,28,380
image_0626.png,61,144,81,380
image_0627.png,55,139,32,378
image_0628.png,51,116,76,378
image_0629.png,59,124,36,382
image_0630.png,57,146,78,376
image_0631.png,56,145,28,380
image_0632.png,47,131,75,366
image_0633.png,63,133,34,366
image_0634.png,47,131,78,382
image_0635.png,65,134,33,382
image_0636.png,47,137,81,381
image_0637.png,58,125,32,378
image_0638.png,60,128,82,380
image_0639.png,36,366,57,119
image_0640.png,50,142,80,382
image_0641.png,62,139,32,381
image_0642.png,54,137,84,381
image_0643.png,50,135,27,377
image_0644.png,58,134,82,382
image_0645.png,57,134,24,381
image_0646.png,51,118,85,380
image_0647.png,63,121,36,380
image_0648.png,50,124,84,380
image_0649.png,65,133,26,380
image_0650.png,56,128,81,382
image_0651.png,66,126,36,381
image_0652.png,57,155,81,380
image_0653.png,50,148,27,378
image_0654.png,51,125,84,379
image_0655.png,65,126,35,377
image_0656.png,51,140,73,363
image_0657.png,54,142,33,367
image_0658.png,81,382,57,91
image_0659.png,51,92,32,382
image_0660.png,57,124,81,382
image_0661.png,56,123,29,381
image_0662.png,53,111,85,380
image_0663.png,62,118,25,381
image_0664.png,57,155,78,368
image_0665.png,67,152,32,371
image_0666.png,54,119,85,380
image_0667.png,75,380,59,121
image_0668.png,54,120,84,380
image_0669.png,62,121,36,380
image_0670.png,55,107,80,382
image_0671.png,54,106,36,368
image_0672.png,49,135,81,376
image_0673.png,51,137,29,381
image_0674.png,63,147,81,382
image_0675.png,53,137,27,381
image_0676.png,51,139,74,380
image_0677.png,53,148,29,382
image_0678.png,63,146,81,382
image_0679.png,49,140,27,381
image_0680.png,50,128,72,363
image_0681.png,57,139,33,368
image_0682.png,47,140,80,382
image_0683.png,66,137,28,382
image_0684.png,45,140,80,368
image_0685.png,53,138,36,379
image_0686.png,48,134,78,381
image_0687.png,36,381,57,139
image_0688.png,48,143,81,367
image_0689.png,48,138,41,366
image_0690.png,46,154,76,379
image_0691.png,50,141,35,380
image_0692.png,49,105,75,381
image_0693.png,63,105,37,381
image_0694.png,85,364,51,132
image_0695.png,63,124,30,366
image_0696.png,57,112,82,381
image_0697.png,56,120,33,381
image_0698.png,64,136,75,370
image_0699.png,58,136,33,376
image_0700.png,68,137,78,380
image_0701.png,66,132,50,377
image_0702.png,52,119,78,381
image_0703.png,61,114,27,380
image_0704.png,60,133,81,382
image_0705.png,55,130,32,368
image_0706.png,59,123,80,382
image_0707.png,53,118,38,381
image_0708.png,59,123,80,382
image_0709.png,53,118,38,381
image_0710.png,50,105,87,382
image_0711.png,60,117,30,382
image_0712.png,50,121,78,382
image_0713.png,57,122,33,381
image_0714.png,54,136,84,381
image_0715.png,59,131,29,379
image_0716.png,54,107,56,328
image_0717.png,62,107,46,354
image_0718.png,64,146,78,381
image_0719.png,51,151,26,381
image_0720.png,52,122,82,382
image_0721.png,65,122,38,381
image_0722.png,63,136,76,381
image_0723.png,50,139,27,368
image_0724.png,68,145,70,367
image_0725.png,56,141,30,371
image_0726.png,52,122,84,380
image_0727.png,63,121,38,382
image_0728.png,54,137,79,381
image_0729.png,33,382,57,138
image_0730.png,56,131,75,381
image_0731.png,53,143,36,381
image_0732.png,49,138,76,377
image_0733.png,60,139,32,379
image_0734.png,57,150,75,371
image_0735.png,53,145,28,372
image_0736.png,57,149,78,377
image_0737.png,56,152,31,377
image_0738.png,53,147,84,381
image_0739.png,54,156,27,381
image_0740.png,52,123,81,381
image_0741.png,60,115,30,378
image_0742.png,50,121,84,380
image_0743.png,34,377,65,126
image_0744.png,55,134,75,379
image_0745.png,59,125,35,367
image_0746.png,50,138,84,381
image_0747.png,54,121,34,379
image_0748.png,54,155,78,379
image_0749.png,52,147,26,379
image_0750.png,60,147,80,382
image_0751.png,60,149,27,381
image_0752.png,63,146,78,378
image_0753.png,54,149,33,381
image_0754.png,66,137,65,348
image_0755.png,55,136,42,363
image_0756.png,52,123,78,368
image_0757.png,58,134,27,379
image_0758.png,56,135,77,380
image_0759.png,64,131,32,380
image_0760.png,50,139,78,381
image_0761.png,51,143,24,380
image_0762.png,51,122,81,382
image_0763.png,60,122,31,382
image_0764.png,63,149,88,381
image_0765.png,47,149,26,378
image_0766.png,53,115,78,381
image_0767.png,62,105,30,378
image_0768.png,64,136,71,368
image_0769.png,62,138,32,381
image_0770.png,60,134,75,369
image_0771.png,65,141,33,380
image_0772.png,48,123,74,381
image_0773.png,60,131,27,381
image_0774.png,57,149,89,381
image_0775.png,62,152,35,381
image_0776.png,59,151,83,381
image_0777.png,54,151,29,381
image_0778.png,52,104,85,381
image_0779.png,57,119,28,382
image_0780.png,54,148,83,382
image_0781.png,57,153,32,381
image_0782.png,52,153,78,381
image_0783.png,66,148,33,379
image_0784.png,50,122,72,366
image_0785.png,63,128,39,368
image_0786.png,46,120,75,371
image_0787.png,36,365,62,121
image_0788.png,53,123,76,380
image_0789.png,57,121,38,380
image_0790.png,69,152,78,371
image_0791.png,61,154,39,365
image_0792.png,50,120,76,381
image_0793.png,66,120,32,382
image_0794.png,63,158,81,381
image_0795.png,59,166,33,382
image_0796.png,57,157,78,380
image_0797.png,62,154,30,377
image_0798.png,56,142,73,382
image_0799.png,62,141,33,381
image_0800.png,52,122,78,381
image_0801.png,53,119,30,378
image_0802.png,54,153,77,381
image_0803.png,57,155,36,381
image_0804.png,64,145,81,373
image_0805.png,53,145,30,381
image_0806.png,57,146,83,378
image_0807.png,54,146,34,379
image_0808.png,59,157,78,382
image_0809.png,32,382,63,158
image_0810.png,59,157,78,382
image_0811.png,57,158,32,382
image_0812.png,56,138,77,379
image_0813.png,67,140,29,380
image_0814.png,56,138,73,380
image_0815.png,59,136,35,372
image_0816.png,54,155,81,367
image_0817.png,71,121,30,351
image_0818.png,72,155,83,381
image_0819.png,47,153,27,382
image_0820.png,69,137,81,382
image_0821.png,49,144,31,381
image_0822.png,50,119,81,382
image_0823.png,58,118,35,379
image_0824.png,57,132,80,381
image_0825.png,24,377,61,139
image_0826.png,48,142,81,381
image_0827.png,49,141,32,381
image_0828.png,48,130,72,360
image_0829.png,71,122,39,381
image_0830.png,54,138,88,378
image_0831.png,54,138,35,381
image_0832.png,53,131,84,381
image_0833.png,53,128,37,379
image_0834.png,57,152,83,381
image_0835.png,59,148,33,381
image_0836.png,66,132,75,381
image_0837.png,53,138,32,381
image_0838.png,54,121,78,379
image_0839.png,52,123,33,375
image_0840.png,49,152,74,368
image_0841.png,55,155,30,371
image_0842.png,54,123,75,381
image_0843.png,68,127,38,382
image_0844.png,48,124,77,381
image_0845.png,66,125,29,381
image_0846.png,51,126,75,368
image_0847.png,61,123,27,364
image_0848.png,54,101,83,382
image_0849.png,58,105,32,382
image_0850.png,47,148,77,382
image_0851.png,57,149,33,382
image_0852.png,53,117,69,367
image_0853.png,50,116,36,368
image_0854.png,71,147,87,382
image_0855.png,55,139,30,381
image_0856.png,48,138,79,381
image_0857.png,59,143,33,382
image_0858.png,56,143,63,356
image_0859.png,62,145,44,352
image_0860.png,52,147,87,380
image_0861.png,61,148,33,370
image_0862.png,60,150,82,379
image_0863.png,63,139,27,379
image_0864.png,51,118,75,382
image_0865.png,57,107,30,374
image_0866.png,52,117,72,376
image_0867.png,57,119,29,378
image_0868.png,54,123,74,381
image_0869.png,59,115,36,382
image_0870.png,53,124,87,378
image_0871.png,53,127,24,380
image_0872.png,82,382,62,140
image_0873.png,53,139,30,382
image_0874.png,51,133,75,367
image_0875.png,62,129,35,368
image_0876.png,45,123,81,373
image_0877.png,57,123,32,368
image_0878.png,51,103,84,380
image_0879.png,60,104,29,380
image_0880.png,56,134,72,381
image_0881.png,56,129,36,379
image_0882.png,62,138,78,381
image_0883.png,27,381,45,145
image_0884.png,60,146,84,382
image_0885.png,47,138,28,381
image_0886.png,63,153,78,381
image_0887.png,46,152,31,381
image_0888.png,51,119,82,380
image_0889.png,63,121,33,378
image_0890.png,54,126,75,374
image_0891.png,57,122,30,371
image_0892.png,54,104,72,371
image_0893.png,56,104,32,377
image_0894.png,49,128,72,363
image_0895.png,63,138,30,368
image_0896.png,68,135,82,380
image_0897.png,52,142,27,381
image_0898.png,47,123,82,382
image_0899.png,65,130,29,381
image_0900.png,66,159,78,380
image_0901.png,26,381,54,158
image_0902.png,66,142,80,378
image_0903.png,48,152,27,382
image_0904.png,55,94,81,382
image_0905.png,59,93,31,382
image_0906.png,57,100,82,380
image_0907.png,53,103,28,379
image_0908.png,52,141,78,382
image_0909.png,63,137,37,380
image_0910.png,66,145,72,367
image_0911.png,62,150,40,367
image_0912.png,47,117,76,377
image_0913.png,64,117,36,367
image_0914.png,51,129,75,382
image_0915.png,27,380,63,128
image_0916.png,51,117,76,379
image_0917.png,65,121,33,381
image_0918.png,57,150,84,381
image_0919.png,54,151,36,381
image_0920.png,84,382,61,163
image_0921.png,54,150,34,376
image_0922.png,47,125,77,381
image_0923.png,66,124,32,373
image_0924.png,48,137,72,380
image_0925.png,58,140,33,369
image_0926.png,63,127,75,380
image_0927.png,65,127,33,381
image_0928.png,48,137,72,381
image_0929.png,54,156,33,374
image_0930.png,60,136,82,367
image_0931.png,56,147,27,380
